"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR292","CAFR5242","Congaree River LLC","Congaree River","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/21/2015","10/21/2015","10/20/2040","N/A","Listed - Active ARB Project","10/21/2015","Coastal Mendocino County","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","N/A","226125","View","",
"ACR442","CAOD5442","A-Gas US Inc.","Coolgas 2019-2","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/25/2018","09/25/2018","09/24/2028","N/A","ARB Completed","01/04/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","113564","View","www.agasamericas.com",
"ACR388","CAMM5244","DTM Clean Fuels, LLC","Corinth Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/01/2015","01/01/2026","12/31/2035","N/A","Listed - Active ARB Project","02/27/2015","Thompsonville","ILLINOIS","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","1185666","View","",
"ACR1192","N/A","DTM Clean Fuels, LLC","Corinth Abandoned Mine Methane Recovery Project (2024 ACR)","Coal Mine Methane","Capturing and Destroying Methane from Coal and Trona Mines in North America","01/01/2015","01/01/2015","12/31/2024","Listed","Not ARB or Ecology Eligible","10/22/2025","Thompsonville, IL","ILLINOIS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","Dillon Consulting Limited","","","View","",
"ACR353","CALS5353","3Degrees Group, Inc.","Cow Poo Digester","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","03/11/2016","03/11/2016","06/30/2026","N/A","ARB Terminated","08/02/2025","Alma Center","WISCONSIN","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","7781","View","",
"ACR1093","N/A","Crbon Labs Inc.","Crbon Labs Plugging of Alberta Orphaned Wells V2","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","09/08/2025","09/08/2025","09/07/2045","Completed","Not ARB or Ecology Eligible","12/09/2025","Municipal District of Red Deer County","ALBERTA","CA","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","GHD Limited","77942","View","www.crbonlabs.com",
"ACR978","N/A","Crbon Labs Inc.","Crbon Labs Plugging of Orphaned Wells V1","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","10/16/2024","10/16/2024","10/15/2044","Completed","Not ARB or Ecology Eligible","04/01/2025","Municiapal District of Wainwright No 61","ALBERTA","CA","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","85145","View","www.crbonlabs.com",
"ACR729","N/A","Loci Controls, Inc.","Cumberland County Solid Waste Complex: GHG Emissions Reduction Automated Collection of Landfill Gas","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","07/01/2021","07/01/2021","06/30/2031","Registered","Not ARB or Ecology Eligible","07/08/2022","Deerfield, NJ","NEW JERSEY","US","03: Good Health and Well-Being;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","142141","View","",
"ACR279","CAFR5229","The Nature Conservancy","Cumberland Forest - Lonesome Pine Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/20/2015","10/20/2015","10/19/2040","N/A","Listed - Active ARB Project","10/20/2015","Wise","VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","N/A","809831","View","",
"ACR248","CAFR5198","The Nature Conservancy","Cumberland Forest Highlands IFM","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","06/24/2015","06/24/2015","06/23/2040","N/A","Listed - Active ARB Project","06/25/2015","Wise, Dickenson, Russell, and Buchannan Counties","VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","3955342","View","https://www.nature.org/en-us/what-we-do/our-priorities/protect-water-and-land/land-and-water-stories/cumberland-forest-project/",
"ACR183","N/A","Diversified Pure Chem, LLC","D.P.C. Domestic ODS Destruction Project #12","Ozone Depleting Substances","Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol","04/04/2013","04/04/2013","04/03/2023","Completed","Not ARB or Ecology Eligible","01/07/2022","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","","38517","View","www.divpc.com",
"ACR164","N/A","Environmental Capital LLC","DANC","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","01/02/2003","01/02/2003","12/31/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Rodman, NY","NEW YORK","US","","First Environment, Inc.","","476553","View","",
"ACR1191","N/A","1309","Deep Gibou Carbon - Improved Forest Management Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","09/16/2024","09/16/2024","09/16/2044","Listed","Not ARB or Ecology Eligible","07/09/2025","Montgomery","VERMONT","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","","","View","N/A",
"ACR607","CAMM5607","Keyrock Environment LLC","Deep Mine 26 Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","06/26/2020","06/26/2020","12/31/2029","N/A","Transferred ARB or Ecology Project","10/30/2025","Clintwood","VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","239292","View","",
"ACR1115","N/A","Delsco Northwest, LLC","DELSCOTRRC2W#1-2024","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","05/28/2025","05/28/2025","05/29/2045","Listed","Not ARB or Ecology Eligible","01/15/2025","Ward County, Texas","TEXAS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","","","View","www.delsco.com",
"ACR163","N/A","Sexton Energy","Des Plaines LFG to Energy","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","01/01/2003","01/01/2003","12/31/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Cook County, IL","ILLINOIS","US","","Landfills +, Inc.","","115875","View","",
"ACR1168","N/A","Oporto Carbon Ltd.","Destruction of Legacy Ozone-Depleting Substances from Refrigeration Systems in Israel","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","09/08/2024","09/08/2024","09/07/2034","Listed","Not ARB or Ecology Eligible","06/11/2025","Electro Recycling Address: Sha'ar Hanegev Industrial Zone Sderot, Southern District, Israel. Near the Sha'ar HaNegev Regional Council. Latitude: 31.5142465 , Longitude: 34.5933079","Israel","IL","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","OmnexFuturepast","","","View","",
"ACR186","N/A","W. M. Beaty & Associates, Inc.","Devil Fire Reforestation","Forest Carbon","Climate Action Reserve Forest Project Protocol","04/15/2002","04/15/2002","04/14/2102","Inactive","Not ARB or Ecology Eligible","12/14/2018","Susanville","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","www.wmbeaty.com",
"ACR246","CAFR5186","W. M. Beaty & Associates, Inc.","Devil Fire Reforestation Compliance Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","01/01/2015","01/01/2015","12/31/2039","N/A","Listed - Proposed Project","02/27/2015","Susanville","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","N/A","","View","www.wmbeaty.com",
"ACR111","N/A","Devon Energy Group","Devon Mizer Pneumatic Retrofit","Industrial Process Emissions","Conversion of High-Bleed Pneumatic Controllers in Oil and Natural Gas Systems","03/01/2010","03/01/2010","02/28/2020","Completed","Not ARB or Ecology Eligible","07/26/2022","Oklahoma, Texas, Wyoming","OKLAHOMA; TEXAS; WYOMING","US","07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action","Det Norske Veritas (U.S.A.), Inc.","","5724","View","",
"ACR1238","N/A","1458","Dixon-Moody Family Forests","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","03/25/2025","03/25/2025","03/24/2045","Listed","Not ARB or Ecology Eligible","03/20/2026","South Alabama, North Florida","ALABAMA; FLORIDA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR940","CAMM5940","Environmental Commodities Corporation","DMMC1","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","11/07/2023","11/07/2023","10/31/2034","N/A","Listed - Active Registry Project","11/20/2023","Clay","KENTUCKY","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","81569","View","",
"ACR112","N/A","Biogas Energy Solutions","Dolton LFG to Energy","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","04/01/1998","04/01/1998","07/01/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Dolton","ILLINOIS","US","","ERT","","159336","View","",
"ACR307","","Era Ecosystem Services U.S. Inc.","Donner Property","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/26/2015","10/26/2015","10/25/2040","N/A","ARB Inactive","01/04/2024","Donner Louisiana","LOUISIANA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR233","CALS5108","Camco EAM, LLC","Double A Dairy","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","12/22/2014","12/22/2014","12/21/2024","N/A","ARB Terminated","06/17/2022","Jerome","IDAHO","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","294783","View","",
"ACR922","N/A","Terra Verde Inc","Double Bar IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/16/2023","06/16/2023","06/15/2043","Registered","Not ARB or Ecology Eligible","11/19/2024","Fossil, Oregon","OREGON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","Earthood Services Limited","SCS Global Services (Scientific Certification Systems)","1022191","View","",
"ACR1225","N/A","1416","Double Springs Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/03/2024","06/03/2024","06/02/2044","Listed","Not ARB or Ecology Eligible","01/12/2026","North Central Mississippi","MISSISSIPPI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","https://www.campbellglobal.com/",
"ACR853","N/A","Doyon, Limited","Doyon Ts'ebaa North","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/19/2022","07/19/2022","07/19/2042","Listed","Not ARB or Ecology Eligible","04/17/2023","Western Interior Alaska","ALASKA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","",
"ACR857","N/A","Doyon, Limited","Doyon Ts'ebaa South","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/19/2022","07/19/2022","07/19/2042","Listed","Not ARB or Ecology Eligible","04/17/2023","Western Interior Alaska","ALASKA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","",
"ACR1002","N/A","Doyon, Limited","Doyon Ts'oo","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","12/01/2023","12/01/2023","12/01/2043","Listed","Not ARB or Ecology Eligible","03/05/2024","Southeast and Northwest Interior Alaska","ALASKA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","","","View","www.doyon.com/about/sustainability/carbon-forestry/",
"ACR175","","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #12","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/21/2013","03/21/2013","03/20/2023","N/A","ARB Inactive","01/22/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","N/A","","View","www.divpc.com",
"ACR1254","N/A","Eastern Forest Solutions Inc.","Eastern Forests - Minas Basin Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Canadian Forestlands","04/22/2025","04/22/2025","04/21/2045","Listed","Not ARB or Ecology Eligible","05/01/2026","Halifax, Lunenburg, Queens, Annapolis, Cumberland, Pictou, Colchester, Kings, and Hants Counties","NOVA SCOTIA","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","https://easternforests.ca/",
"ACR1222","N/A","Eastern Forest Solutions Inc.","Eastern Forests - Yellow Gate Acadian Forests Project","Forest Carbon","Improved Forest Management (IFM) on Canadian Forestlands","12/03/2024","12/03/2024","12/02/2044","Listed","Not ARB or Ecology Eligible","11/14/2025","Westmorland County","NEW BRUNSWICK","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","https://easternforests.ca/",
"ACR965","N/A","Weyerhaeuser NR Company","Easthaven IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","03/01/2024","03/01/2024","02/28/2044","Registered","Not ARB or Ecology Eligible","06/10/2025","Southwest Mississippi","MISSISSIPPI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","11491","View","",
"ACR1193","N/A","Eastwood Climate Smart Forestry Fund I, L.P.","Eastwood Forests - Clinch River Tributaries IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","02/29/2024","02/29/2024","02/28/2044","Listed","Not ARB or Ecology Eligible","07/18/2025","Tazewell County, VA and McDowell County, WV","VIRGINIA; WEST VIRGINIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","","","View","",
